Sentences_Used_Once.t2t,0,106,177,224,283,306,338,394,428,455,464,509,528,563,593,629,664,689,704,726,741,749,763,784,802,821,834,859,870,890,902,918,936,944,974,1006,1031,1055,1079,1098,1127,1144,1175,1185,1197,1215,1232,1249,1256,1276,1292,1300,1311,1325,1331,1346,1363,1375,1374,1391,1408,1418,1428,1435,1468,1484,1497,1512,1519,1537,1554,1573,1577,1586,1594,1610,1627,1631,1635,1654,1672,1678,1683,1693,1705,1729,1738,1756,1765,1780,1789,1794,1811,1815,1824,1821,1836,1846,1865,1873,1881,1894,1907,1914,1914,1923,1948,1962,1977,1982,1990,1993,2000,2015,2018,2027,2039,2043,2058,2070,2078,2095,2100,2117,2142,2139,2149,2155,2159,2170,2182,2197,2209,2220,2236,2235,2251,2257,2274,2283,2290,2299,2309,2320,2332,2345,2349,2356,2370,2377,2391,
Total_Sentences.t2t,0,171,280,364,464,522,577,660,719,763,794,866,911,966,1011,1063,1109,1161,1198,1237,1270,1294,1317,1365,1408,1436,1458,1501,1532,1558,1588,1616,1648,1672,1710,1752,1792,1837,1870,1901,1944,1977,2018,2043,2073,2101,2123,2147,2165,2195,2227,2249,2267,2291,2308,2329,2350,2376,2388,2418,2445,2462,2487,2504,2544,2568,2589,2610,2629,2655,2686,2715,2728,2743,2760,2781,2807,2815,2830,2859,2882,2900,2916,2932,2954,2991,3012,3034,3053,3073,3091,3110,3134,3149,3163,3169,3192,3207,3236,3251,3272,3297,3319,3334,3340,3356,3387,3408,3427,3438,3461,3474,3487,3507,3524,3543,3562,3573,3598,3616,3629,3652,3668,3699,3747,3754,3768,3786,3802,3825,3841,3865,3890,3912,3934,3945,3967,3982,4009,4022,4037,4051,4076,4092,4107,4128,4142,4151,4171,4193,4211,
Repeated_Words.t2t,0,105,137,161,196,219,233,261,277,283,290,305,316,329,337,345,349,360,365,371,374,378,384,390,391,395,400,407,414,417,421,422,425,430,433,434,440,443,449,455,459,460,463,465,472,475,478,479,481,482,486,488,490,490,492,493,496,499,499,506,508,510,515,515,518,518,520,520,524,525,528,528,531,533,536,539,543,544,549,550,551,552,555,556,558,564,566,567,567,569,569,572,573,574,574,575,577,578,578,578,578,581,583,584,585,587,589,592,595,595,599,607,607,607,611,611,612,614,616,617,619,620,620,620,626,626,626,626,627,629,631,632,634,634,639,640,641,641,643,643,648,648,653,653,653,654,655,655,657,660,661,
Words_Used_Once.t2t,0,59,79,96,97,103,105,105,100,106,110,116,116,112,113,117,123,119,121,127,131,128,127,130,133,134,136,136,134,135,139,143,141,139,140,144,147,150,152,150,154,155,158,163,160,161,160,161,162,164,166,165,166,171,169,169,170,169,173,168,170,170,166,168,166,169,169,171,167,170,168,168,168,169,168,169,166,165,163,164,166,166,164,164,162,159,159,159,162,162,163,160,163,163,166,165,166,165,168,170,172,173,174,174,173,172,174,175,176,177,175,174,174,177,176,177,177,175,174,176,176,177,177,179,182,182,183,184,185,185,183,184,182,184,184,185,189,190,189,190,186,187,185,188,188,189,188,191,190,191,192,
Total_Word_Responses.t2t,0,164,216,257,293,322,338,366,377,389,400,421,432,441,450,462,472,479,486,498,505,506,511,520,524,529,536,543,548,552,560,565,566,569,573,578,587,593,601,605,613,615,621,628,632,636,638,640,643,646,652,653,656,661,661,662,666,668,672,674,678,680,681,683,684,687,689,691,691,695,696,696,699,702,704,708,709,709,712,714,717,718,719,720,720,723,725,726,729,731,732,732,736,737,740,740,743,743,746,748,750,754,757,758,758,759,763,767,771,772,774,781,781,784,787,788,789,789,790,793,795,797,797,799,808,808,809,810,812,814,814,816,816,818,823,825,830,831,832,833,834,835,838,841,841,843,843,846,847,851,853,
Total_Voc.t2t,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,8170,
Sentences.gpt,0,929,1874,2715,3281,4157,5012,5814,6581,7461,8143,8849,9663,10514,11342,12193,12941,13690,14624,15280,15993,16793,17642,18447,19203,20086,20922,21699,22512,23313,24171,24903,25776,26441,27356,28259,29102,29885,30792,31746,32493,33338,34050,34876,35808,36719,37562,38388,39332,40172,40764,41401,42214,43146,43969,44691,45580,46287,47197,47990,48818,49562,50375,51198,52119,53033,53793,54647,55517,56326,57152,58089,58917,59757,60510,61407,62192,62834,63779,64594,65405,66310,67142,68060,68831,69701,70389,71181,72129,72984,73946,74755,75572,76404,77259,77961,78891,79590,80492,81289,82019,82837,83696,84652,85386,86005,86865,87708,88165,89028,89799,90538,91456,92336,93113,94022,94921,95794,96643,97404,98354,99142,99815,100475,101329,102252,103195,104156,105041,105921,106776,107542,108490,109249,109890,110661,111626,112405,113135,113980,114568,115546,116104,116862,117710,118472,119110,119913,120739,121618,122394,
Repeated_Sentences.gpt,0,39,85,112,137,166,199,227,251,283,304,329,363,397,424,453,475,511,554,581,612,635,668,693,719,752,781,802,838,871,898,932,969,996,1033,1062,1084,1112,1139,1173,1192,1212,1227,1258,1284,1318,1352,1378,1413,1453,1476,1497,1525,1565,1589,1601,1630,1647,1677,1712,1747,1770,1795,1827,1869,1899,1917,1953,1985,2008,2035,2076,2147,2183,2204,2243,2269,2289,2314,2343,2366,2411,2429,2455,2472,2512,2543,2570,2600,2620,2656,2693,2714,2745,2778,2812,2841,2860,2888,2914,2934,2951,2978,3009,3028,3053,3073,3110,3119,3158,3182,3216,3255,3280,3302,3328,3351,3374,3390,3418,3448,3473,3490,3513,3538,3569,3601,3638,3678,3700,3727,3745,3770,3790,3815,3839,3871,3893,3913,3941,3955,3989,3998,4023,4051,4078,4099,4126,4180,4247,4272,
Sentences_Used_Once.gpt,0,379,677,948,1129,1457,1731,1992,2243,2512,2734,2940,3185,3424,3686,3913,4159,4371,4633,4844,5015,5256,5468,5726,5942,6195,6420,6676,6885,7113,7378,7567,7821,7971,8179,8451,8690,8866,9127,9377,9586,9835,10025,10232,10514,10752,10981,11207,11459,11675,11830,11967,12177,12433,12645,12876,13102,13297,13554,13752,13965,14157,14359,14548,14772,15022,15196,15422,15650,15852,16076,16254,16365,16547,16744,16962,17158,17299,17516,17687,17904,18087,18307,18535,18708,18914,19069,19254,19500,19707,19943,20092,20282,20495,20694,20845,21089,21252,21490,21664,21850,22052,22233,22441,22624,22789,23031,23231,23339,23527,23713,23869,24049,24239,24432,24614,24828,25036,25227,25432,25664,25844,25995,26172,26385,26602,26813,27012,27178,27384,27573,27771,28016,28204,28323,28524,28732,28904,29074,29269,29406,29640,29777,29968,30176,30392,30531,30730,30882,31018,31203,
Total_Sentences.gpt,0,418,762,1060,1266,1623,1930,2219,2494,2795,3038,3269,3548,3821,4110,4366,4634,4882,5187,5425,5627,5891,6136,6419,6661,6947,7201,7478,7723,7984,8276,8499,8790,8967,9212,9513,9774,9978,10266,10550,10778,11047,11252,11490,11798,12070,12333,12585,12872,13128,13306,13464,13702,13998,14234,14477,14732,14944,15231,15464,15712,15927,16154,16375,16641,16921,17113,17375,17635,17860,18111,18330,18512,18730,18948,19205,19427,19588,19830,20030,20270,20498,20736,20990,21180,21426,21612,21824,22100,22327,22599,22785,22996,23240,23472,23657,23930,24112,24378,24578,24784,25003,25211,25450,25652,25842,26104,26341,26458,26685,26895,27085,27304,27519,27734,27942,28179,28410,28617,28850,29112,29317,29485,29685,29923,30171,30414,30650,30856,31084,31300,31516,31786,31994,32138,32363,32603,32797,32987,33210,33361,33629,33775,33991,34227,34470,34630,34856,35062,35265,35475,
Repeated_Words.gpt,0,231,370,490,565,684,789,893,968,1053,1121,1195,1267,1338,1404,1464,1538,1613,1705,1781,1813,1888,1941,2002,2053,2126,2189,2253,2308,2367,2425,2474,2520,2545,2585,2648,2707,2760,2823,2889,2941,3002,3045,3094,3146,3198,3244,3301,3349,3414,3472,3516,3558,3616,3670,3706,3757,3791,3844,3876,3923,3958,4006,4045,4093,4151,4194,4237,4283,4327,4368,4415,4458,4502,4532,4580,4615,4648,4702,4736,4790,4829,4871,4910,4946,4984,5014,5044,5089,5124,5179,5214,5251,5294,5339,5367,5400,5431,5483,5520,5552,5583,5622,5654,5683,5705,5762,5806,5826,5851,5878,5917,5959,5990,6018,6045,6077,6119,6142,6170,6210,6237,6261,6286,6324,6358,6407,6438,6468,6495,6525,6561,6602,6646,6673,6705,6747,6776,6802,6842,6862,6904,6917,6945,6986,7023,7043,7074,7098,7130,7163,
Words_Used_Once.gpt,0,444,668,851,952,1122,1275,1427,1541,1658,1751,1848,1996,2148,2253,2362,2443,2545,2628,2693,2757,2851,2919,2987,3081,3169,3232,3335,3368,3484,3564,3642,3726,3780,3851,3946,4018,4068,4155,4217,4281,4347,4405,4467,4548,4608,4642,4704,4792,4840,4897,4972,5069,5142,5186,5245,5285,5340,5403,5453,5504,5555,5622,5675,5740,5803,5811,5850,5925,5977,6057,6100,6112,6137,6199,6244,6289,6315,6342,6382,6415,6461,6516,6562,6581,6615,6660,6711,6793,6833,6863,6903,6954,7006,7063,7086,7131,7171,7196,7218,7270,7309,7353,7397,7430,7461,7518,7569,7588,7644,7663,7670,7693,7732,7780,7826,7870,7884,7939,7973,8012,8064,8085,8123,8177,8208,8230,8276,8305,8357,8392,8426,8473,8521,8539,8570,8601,8634,8666,8686,8719,8762,8800,8814,8854,8889,8925,8962,8988,9021,9053,
Total_Word_Responses.gpt,0,675,1038,1341,1517,1806,2064,2320,2509,2711,2872,3043,3263,3486,3657,3826,3981,4158,4333,4474,4570,4739,4860,4989,5134,5295,5421,5588,5676,5851,5989,6116,6246,6325,6436,6594,6725,6828,6978,7106,7222,7349,7450,7561,7694,7806,7886,8005,8141,8254,8369,8488,8627,8758,8856,8951,9042,9131,9247,9329,9427,9513,9628,9720,9833,9954,10005,10087,10208,10304,10425,10515,10570,10639,10731,10824,10904,10963,11044,11118,11205,11290,11387,11472,11527,11599,11674,11755,11882,11957,12042,12117,12205,12300,12402,12453,12531,12602,12679,12738,12822,12892,12975,13051,13113,13166,13280,13375,13414,13495,13541,13587,13652,13722,13798,13871,13947,14003,14081,14143,14222,14301,14346,14409,14501,14566,14637,14714,14773,14852,14917,14987,15075,15167,15212,15275,15348,15410,15468,15528,15581,15666,15717,15759,15840,15912,15968,16036,16086,16151,16216,
Total_Voc.gpt,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,
